trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.5, 'e': 0.1572956799768517}",25,13,4.582162617090946,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15650920157696743}",20,12,15.04530585049506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1557266555690826}",20,2,-24.342505959743267,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.1549480222912372}",25,15,19.217203772051388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.15417328217978102}",25,6,9.463816991621664,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.1534024157688821}",30,12,-27.222812367175905,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
376,False,"{'a': 0.5, 'e': 0.1526354036900377}",20,8,21.349848221006248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.1518722266715875}",25,19,13.092754189315132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15111286553822956}",20,0,-17.03017915511182,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.15035730121053842}",25,0,35.56141591372893,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.14960551470448571}",30,15,28.976347967086518,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.14885748713096328}",20,12,16.695611313986657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14811319969530848}",20,9,-34.49771412358085,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.14737263369683193}",25,10,16.860284760409254,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14663577052834778}",20,0,6.274515066959433,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.14590259167570604}",35,21,23.77399531317838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14517307871732751}",30,3,32.36664329717172,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14444721332374086}",30,0,25.89202588537945,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.14372497725712216}",25,13,19.87183600119969,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14300635237083656}",20,0,-30.018479741344155,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.14229132060898236}",20,16,7.161701534653782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14157986400593744}",25,5,-47.31101427113382,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.14087196468590776}",20,13,-0.3519274338581406,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14016760486247823}",25,3,31.214461692998817,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13946676683816583}",25,14,16.324967665271593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.138769433003975}",25,3,3.0881543778625296,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13807558583895513}",25,5,21.144568083005904,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738520790976036}",20,0,14.251700626724007,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13669828187021155}",20,9,21.899971872654774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.13601479046086049}",20,14,12.150094833846481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1353347165085562}",25,7,-20.497253950264682,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.1346580429260134}",20,10,-50.97844305227883,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.13398475271138333}",20,8,14.383979204824556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13331482894782642}",20,5,26.241535303654835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13264825480308728}",20,12,16.43356491176127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.13198501352907185}",20,11,3.7669899458016145,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.1313250884614265}",25,6,37.60722402930569,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13066846301911936}",20,16,10.49490906102979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.13001512070402377}",20,8,18.51408985015088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12936504510050365}",25,17,12.005538164645248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.12871821987500112}",25,7,15.636775665897911,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12807462877562611}",20,11,5.264189619138344,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12743425563174798}",25,10,25.718936684464097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.12679708435358925}",20,12,14.990903398841262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1261630989318213}",25,19,9.83039686902476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1255322834371622}",25,8,26.798654895351476,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.12490462201997637}",20,2,15.044000053788658,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.1242800989098765}",20,7,-19.61601707177519,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.12365869841532712}",30,12,19.78546098045083,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12304040492325048}",20,6,21.401459124183035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.12242520289863422}",25,16,17.232442918093522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12181307688414106}",20,12,13.856788007649818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12120401149972035}",25,11,25.49225267388069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12059799144222175}",20,13,3.2017289129441253,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.11999500148501063}",25,16,16.128834536087467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11939502647758558}",25,8,-33.084278964782314,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.11879805134519765}",25,9,30.483182564108407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
